,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1130,2005-02-15 00:00:00,Parking,Venta,Barcelona,156.0,795912.0,2006-01-06 00:00:00,Carmen
1132,2005-02-15 00:00:00,Oficina,Venta,Lleida,132.0,712404.0,2005-08-03 00:00:00,Carmen
1134,2005-02-16 00:00:00,Casa,Alquiler,Tarragona,58.0,349102.0,2005-10-22 00:00:00,Carmen
1137,2005-02-16 00:00:00,Casa,Venta,Barcelona,257.0,1066550.0,2005-09-23 00:00:00,Carmen
1139,2005-02-16 00:00:00,Suelo,Venta,Tarragona,140.0,1318660.0,2005-10-16 00:00:00,Pedro
1140,2005-02-16 00:00:00,Parking,Venta,Lleida,179.0,1601334.0,2005-11-07 00:00:00,Jesús
1141,2005-02-16 00:00:00,Casa,Venta,Tarragona,230.0,1033850.0,2005-10-30 00:00:00,María
1142,2005-02-17 00:00:00,Suelo,Alquiler,Barcelona,254.0,1394206.0,2005-05-28 00:00:00,Carmen
1143,2005-02-17 00:00:00,Suelo,Alquiler,Barcelona,256.0,2176768.0,2006-02-13 00:00:00,Carmen
1145,2005-02-17 00:00:00,Oficina,Venta,Barcelona,198.0,1090782.0,2006-02-01 00:00:00,Joaquín
1146,2005-02-18 00:00:00,Industrial,Alquiler,Lleida,153.0,1519137.0,2005-06-20 00:00:00,Carmen
1148,2005-02-18 00:00:00,Oficina,Alquiler,Lleida,61.0,481656.0,2005-09-18 00:00:00,Carmen
1150,2005-02-18 00:00:00,Local,Venta,Barcelona,158.0,1308398.0,2006-02-05 00:00:00,Carmen
1151,2005-02-19 00:00:00,Local,Venta,Girona,224.0,1966272.0,2005-12-02 00:00:00,Pedro
1152,2005-02-19 00:00:00,Suelo,Venta,Lleida,272.0,2021232.0,2005-10-16 00:00:00,Jesús
1153,2005-02-20 00:00:00,Piso,Alquiler,Barcelona,292.0,2865688.0,2005-08-21 00:00:00,Carmen
1154,2005-02-20 00:00:00,Suelo,Venta,Tarragona,94.0,857374.0,2005-12-11 00:00:00,Carmen
1155,2005-02-20 00:00:00,Industrial,Venta,Tarragona,251.0,1305200.0,2005-12-18 00:00:00,Luisa
1156,2005-02-20 00:00:00,Local,Venta,Girona,254.0,1614170.0,2006-01-18 00:00:00,María
1157,2005-02-20 00:00:00,Oficina,Venta,Barcelona,298.0,2436448.0,2005-08-13 00:00:00,Carmen
1158,2005-02-20 00:00:00,Industrial,Venta,Tarragona,214.0,1823708.0,2005-09-16 00:00:00,Joaquín
1159,2005-02-21 00:00:00,Industrial,Venta,Barcelona,276.0,2148384.0,2005-10-12 00:00:00,Jesús
1160,2005-02-22 00:00:00,Suelo,Venta,Lleida,197.0,1594715.0,2006-01-15 00:00:00,Luisa
1164,2005-02-23 00:00:00,Suelo,Alquiler,Lleida,214.0,1665134.0,2005-10-21 00:00:00,Pedro
1165,2005-02-23 00:00:00,Piso,Alquiler,Lleida,227.0,1820540.0,2005-10-12 00:00:00,Luisa
1166,2005-02-23 00:00:00,Parking,Venta,Lleida,152.0,1076464.0,2005-05-27 00:00:00,Pedro
1167,2005-02-24 00:00:00,Piso,Venta,Girona,206.0,1136502.0,2006-01-22 00:00:00,Pedro
1168,2005-02-24 00:00:00,Casa,Alquiler,Tarragona,150.0,1051500.0,2006-02-17 00:00:00,Joaquín
1171,2005-02-24 00:00:00,Oficina,Venta,Girona,188.0,1697640.0,2005-08-04 00:00:00,Luisa
1175,2005-02-26 00:00:00,Casa,Venta,Barcelona,133.0,1305129.0,2005-12-22 00:00:00,Joaquín
1177,2005-02-27 00:00:00,Parking,Venta,Tarragona,219.0,1468614.0,2005-10-10 00:00:00,Pedro
1181,2005-03-01 00:00:00,Suelo,Venta,Girona,177.0,1203246.0,2006-02-20 00:00:00,Carmen
1184,2005-03-02 00:00:00,Piso,Venta,Barcelona,236.0,1388388.0,2006-02-04 00:00:00,Joaquín
1188,2005-03-03 00:00:00,Piso,Alquiler,Barcelona,255.0,1471605.0,2005-10-11 00:00:00,Carmen
1189,2005-03-03 00:00:00,Parking,Venta,Girona,153.0,1401633.0,2005-09-14 00:00:00,Carmen
1190,2005-03-03 00:00:00,Industrial,Venta,Barcelona,142.0,1256274.0,2005-07-21 00:00:00,Pedro
1191,2005-03-04 00:00:00,Casa,Alquiler,Girona,235.0,2055310.0,2006-01-03 00:00:00,Jesús
1192,2005-03-04 00:00:00,Casa,Alquiler,Barcelona,239.0,1320236.0,2005-08-03 00:00:00,Carmen
1200,2005-03-07 00:00:00,Suelo,Venta,Tarragona,54.0,298350.0,2005-06-14 00:00:00,Carmen
1201,2005-03-07 00:00:00,Suelo,Alquiler,Tarragona,139.0,1100046.0,2005-08-28 00:00:00,María
1202,2005-03-07 00:00:00,Industrial,Venta,Lleida,237.0,1013175.0,2006-01-10 00:00:00,Pedro
1203,2005-03-07 00:00:00,Oficina,Venta,Barcelona,255.0,2151435.0,2005-08-26 00:00:00,Pedro
1204,2005-03-07 00:00:00,Local,Venta,Barcelona,213.0,2105079.0,2005-07-25 00:00:00,Joaquín
1206,2005-03-07 00:00:00,Oficina,Venta,Tarragona,250.0,1531000.0,2006-02-09 00:00:00,Joaquín
1207,2005-03-08 00:00:00,Suelo,Alquiler,Girona,236.0,1449512.0,2006-02-05 00:00:00,Joaquín
1208,2005-03-08 00:00:00,Piso,Alquiler,Girona,91.0,395850.0,2005-12-10 00:00:00,Carmen
1209,2005-03-09 00:00:00,Suelo,Alquiler,Lleida,247.0,1504477.0,2006-01-03 00:00:00,Jesús
1211,2005-03-10 00:00:00,Casa,Venta,Barcelona,143.0,1246960.0,2005-09-28 00:00:00,Carmen
1212,2005-03-10 00:00:00,Casa,Venta,Tarragona,154.0,1238006.0,2005-09-04 00:00:00,María
1215,2005-03-10 00:00:00,Piso,Alquiler,Lleida,281.0,2688046.0,2005-10-24 00:00:00,Luisa
1216,2005-03-11 00:00:00,Casa,Venta,Barcelona,184.0,1830800.0,2006-01-25 00:00:00,Pedro
1217,2005-03-11 00:00:00,Piso,Venta,Girona,241.0,1729416.0,2005-09-18 00:00:00,Carmen
1218,2005-03-11 00:00:00,Suelo,Venta,Barcelona,251.0,2234653.0,2005-08-01 00:00:00,Luisa
1220,2005-03-12 00:00:00,Local,Alquiler,Barcelona,269.0,2032295.0,2005-11-27 00:00:00,Joaquín
1221,2005-03-12 00:00:00,Piso,Alquiler,Tarragona,245.0,1377880.0,2005-07-10 00:00:00,Joaquín
1222,2005-03-12 00:00:00,Parking,Venta,Girona,181.0,1805475.0,2005-06-10 00:00:00,María
1223,2005-03-13 00:00:00,Parking,Venta,Tarragona,124.0,1070740.0,2005-12-22 00:00:00,Carmen
1225,2005-03-14 00:00:00,Piso,Venta,Lleida,291.0,1497195.0,2005-08-17 00:00:00,María
1226,2005-03-14 00:00:00,Industrial,Alquiler,Girona,164.0,1526840.0,2005-10-20 00:00:00,María
1227,2005-03-14 00:00:00,Piso,Alquiler,Tarragona,188.0,996588.0,2005-06-20 00:00:00,Carmen
1229,2005-03-15 00:00:00,Suelo,Venta,Girona,268.0,2422720.0,2005-11-27 00:00:00,Carmen
1230,2005-03-16 00:00:00,Suelo,Venta,Barcelona,130.0,1292980.0,2005-11-11 00:00:00,Luisa
1232,2005-03-17 00:00:00,Parking,Venta,Lleida,88.0,820776.0,2005-08-20 00:00:00,Carmen
1234,2005-03-18 00:00:00,Piso,Venta,Lleida,233.0,1673173.0,2005-06-28 00:00:00,Joaquín
1239,2005-03-19 00:00:00,Industrial,Alquiler,Lleida,285.0,2562435.0,2005-06-20 00:00:00,Carmen
1242,2005-03-20 00:00:00,Industrial,Alquiler,Girona,52.0,269516.0,2005-08-21 00:00:00,Carmen
1243,2005-03-20 00:00:00,Oficina,Alquiler,Barcelona,274.0,1152718.0,2005-07-31 00:00:00,Pedro
1244,2005-03-20 00:00:00,Parking,Venta,Girona,276.0,1477428.0,2005-11-23 00:00:00,María
1246,2005-03-22 00:00:00,Industrial,Venta,Barcelona,268.0,1557884.0,2005-12-09 00:00:00,Luisa
1247,2005-03-22 00:00:00,Piso,Alquiler,Tarragona,182.0,851032.0,2006-01-02 00:00:00,Carmen
1249,2005-03-23 00:00:00,Piso,Venta,Girona,163.0,1362843.0,2006-01-31 00:00:00,Luisa
1250,2005-03-23 00:00:00,Local,Alquiler,Barcelona,150.0,730350.0,2005-06-28 00:00:00,Carmen
1254,2005-03-24 00:00:00,Casa,Venta,Girona,40.0,354360.0,2005-10-16 00:00:00,Carmen
1255,2005-03-24 00:00:00,Piso,Venta,Girona,168.0,1620192.0,2005-10-09 00:00:00,María
1256,2005-03-25 00:00:00,Parking,Venta,Girona,117.0,1149525.0,2006-02-27 00:00:00,Pedro
1257,2005-03-25 00:00:00,Casa,Alquiler,Tarragona,241.0,1248862.0,2005-08-22 00:00:00,Jesús
1258,2005-03-25 00:00:00,Industrial,Venta,Tarragona,180.0,1495260.0,2005-11-03 00:00:00,Luisa
1260,2005-03-26 00:00:00,Suelo,Alquiler,Tarragona,187.0,1194930.0,2006-02-08 00:00:00,Jesús
1263,2005-03-28 00:00:00,Oficina,Alquiler,Tarragona,186.0,1843074.0,2005-10-04 00:00:00,Pedro
1267,2005-03-30 00:00:00,Industrial,Alquiler,Girona,167.0,1191044.0,2006-03-30 00:00:00,Joaquín
1268,2005-03-30 00:00:00,Piso,Venta,Barcelona,138.0,1307688.0,2006-02-11 00:00:00,María
1270,2005-03-30 00:00:00,Parking,Venta,Tarragona,196.0,1730876.0,2005-07-12 00:00:00,Luisa
1271,2005-03-30 00:00:00,Suelo,Alquiler,Girona,216.0,1500984.0,2005-10-23 00:00:00,Joaquín
1272,2005-03-31 00:00:00,Piso,Venta,Girona,283.0,1599233.0,2005-11-04 00:00:00,Pedro
1273,2005-03-31 00:00:00,Piso,Venta,Lleida,189.0,1821771.0,2005-07-09 00:00:00,Pedro
1274,2005-04-01 00:00:00,Piso,Alquiler,Tarragona,278.0,1754180.0,2005-12-03 00:00:00,Luisa
1275,2005-04-02 00:00:00,Industrial,Alquiler,Lleida,222.0,1617270.0,2005-12-04 00:00:00,Luisa
1276,2005-04-02 00:00:00,Industrial,Alquiler,Lleida,285.0,2232690.0,2006-01-29 00:00:00,María
1277,2005-04-02 00:00:00,Piso,Alquiler,Lleida,132.0,1040028.0,2005-11-17 00:00:00,María
1278,2005-04-02 00:00:00,Suelo,Venta,Lleida,124.0,804884.0,2005-07-24 00:00:00,Carmen
1279,2005-04-03 00:00:00,Industrial,Alquiler,Lleida,285.0,1938000.0,2005-09-26 00:00:00,Joaquín
1280,2005-04-04 00:00:00,Piso,Venta,Girona,176.0,1004608.0,2006-01-06 00:00:00,Jesús
1285,2005-04-05 00:00:00,Parking,Alquiler,Girona,297.0,2872287.0,2005-09-16 00:00:00,Luisa
1286,2005-04-05 00:00:00,Suelo,Venta,Barcelona,194.0,1612334.0,2005-09-21 00:00:00,Jesús
1287,2005-04-05 00:00:00,Casa,Alquiler,Tarragona,244.0,2413648.0,2006-01-06 00:00:00,María
1288,2005-04-05 00:00:00,Casa,Alquiler,Tarragona,259.0,1857807.0,2005-11-07 00:00:00,Luisa
1289,2005-04-05 00:00:00,Casa,Alquiler,Lleida,175.0,1560125.0,2005-07-21 00:00:00,Luisa
1290,2005-04-06 00:00:00,Industrial,Venta,Tarragona,131.0,1273320.0,2005-11-30 00:00:00,Joaquín
1291,2005-04-06 00:00:00,Industrial,Alquiler,Lleida,170.0,1566720.0,2005-09-02 00:00:00,Pedro
1292,2005-04-06 00:00:00,Industrial,Venta,Tarragona,230.0,1806650.0,2005-11-30 00:00:00,Pedro
1295,2005-04-07 00:00:00,Oficina,Venta,Lleida,89.0,716272.0,2005-08-31 00:00:00,Carmen
1296,2005-04-07 00:00:00,Industrial,Venta,Girona,230.0,1751450.0,2005-07-07 00:00:00,Jesús
1297,2005-04-08 00:00:00,Industrial,Venta,Barcelona,248.0,1179488.0,2005-12-26 00:00:00,Jesús
1298,2005-04-09 00:00:00,Local,Venta,Girona,290.0,1702590.0,2006-04-09 00:00:00,Pedro
1299,2005-04-09 00:00:00,Suelo,Venta,Barcelona,71.0,309702.0,2005-08-09 00:00:00,Carmen
1300,2005-04-10 00:00:00,Suelo,Venta,Tarragona,299.0,2531334.0,2005-12-18 00:00:00,Carmen
1301,2005-04-11 00:00:00,Casa,Venta,Girona,288.0,2371392.0,2005-11-17 00:00:00,Luisa
1305,2005-04-14 00:00:00,Casa,Venta,Barcelona,274.0,2229812.0,2005-08-26 00:00:00,María
1306,2005-04-15 00:00:00,Industrial,Venta,Girona,264.0,2589312.0,2005-07-20 00:00:00,Pedro
1307,2005-04-15 00:00:00,Parking,Venta,Lleida,149.0,1004707.0,2006-01-18 00:00:00,Joaquín
1309,2005-04-15 00:00:00,Casa,Alquiler,Lleida,267.0,1517628.0,2006-02-14 00:00:00,Carmen
1310,2005-04-15 00:00:00,Casa,Alquiler,Girona,185.0,1059680.0,2005-07-14 00:00:00,Pedro
1311,2005-04-16 00:00:00,Oficina,Venta,Girona,180.0,1523880.0,2005-11-11 00:00:00,Jesús
1313,2005-04-17 00:00:00,Local,Alquiler,Tarragona,142.0,1205864.0,2006-02-05 00:00:00,Luisa
1314,2005-04-17 00:00:00,Parking,Alquiler,Lleida,116.0,1035416.0,2006-02-01 00:00:00,María
1315,2005-04-17 00:00:00,Piso,Alquiler,Barcelona,223.0,1795819.0,2005-08-30 00:00:00,Luisa
1317,2005-04-17 00:00:00,Casa,Alquiler,Tarragona,275.0,1543850.0,2005-12-21 00:00:00,María
1318,2005-04-18 00:00:00,Casa,Alquiler,Lleida,281.0,1727588.0,2006-04-07 00:00:00,Luisa
1320,2005-04-18 00:00:00,Local,Alquiler,Girona,271.0,2478566.0,2005-07-21 00:00:00,Pedro
1321,2005-04-18 00:00:00,Local,Venta,Lleida,245.0,2396835.0,2005-08-18 00:00:00,Joaquín
1322,2005-04-19 00:00:00,Piso,Alquiler,Lleida,84.0,431760.0,2006-04-09 00:00:00,Carmen
1324,2005-04-19 00:00:00,Piso,Alquiler,Barcelona,73.0,563122.0,2005-10-25 00:00:00,Carmen
1325,2005-04-19 00:00:00,Industrial,Alquiler,Barcelona,152.0,651472.0,2005-09-13 00:00:00,Carmen
1327,2005-04-20 00:00:00,Parking,Alquiler,Barcelona,273.0,2306031.0,2005-09-25 00:00:00,Carmen
1328,2005-04-20 00:00:00,Oficina,Venta,Girona,182.0,1367366.0,2005-07-21 00:00:00,Carmen
1329,2005-04-20 00:00:00,Casa,Alquiler,Lleida,263.0,2094795.0,2006-02-12 00:00:00,Carmen
1330,2005-04-21 00:00:00,Piso,Venta,Tarragona,176.0,1435632.0,2006-03-10 00:00:00,Luisa
1331,2005-04-21 00:00:00,Parking,Alquiler,Tarragona,281.0,1619122.0,2005-09-26 00:00:00,Luisa
1332,2005-04-21 00:00:00,Industrial,Venta,Tarragona,42.0,287952.0,2006-01-01 00:00:00,Carmen
1335,2005-04-22 00:00:00,Industrial,Alquiler,Tarragona,266.0,2583126.0,2005-12-02 00:00:00,Pedro
1337,2005-04-24 00:00:00,Oficina,Venta,Girona,40.0,163920.0,2006-04-09 00:00:00,Carmen
1339,2005-04-24 00:00:00,Oficina,Venta,Tarragona,172.0,1033548.0,2006-01-01 00:00:00,Carmen
1340,2005-04-25 00:00:00,Local,Venta,Girona,132.0,1007688.0,2005-12-26 00:00:00,Luisa
1341,2005-04-25 00:00:00,Parking,Venta,Barcelona,194.0,1698664.0,2006-03-20 00:00:00,Carmen
1342,2005-04-25 00:00:00,Suelo,Alquiler,Barcelona,269.0,2292149.0,2006-01-22 00:00:00,Carmen
1343,2005-04-25 00:00:00,,Venta,Tarragona,285.0,1500240.0,2005-08-20 00:00:00,Carmen
1345,2005-04-25 00:00:00,Local,Alquiler,Barcelona,50.0,333650.0,2005-12-16 00:00:00,Carmen
1347,2005-04-26 00:00:00,Casa,Venta,Lleida,201.0,1850004.0,2006-01-15 00:00:00,Joaquín
1350,2005-04-26 00:00:00,Piso,Venta,Tarragona,59.0,505040.0,2005-09-08 00:00:00,Carmen
1351,,Piso,Venta,Girona,189.0,1064637.0,2005-11-29 00:00:00,Jesús
1352,2005-04-27 00:00:00,Industrial,Alquiler,Barcelona,269.0,1702501.0,2005-12-10 00:00:00,Luisa
1353,2005-04-28 00:00:00,Industrial,Venta,Barcelona,242.0,2418064.0,2005-10-24 00:00:00,Jesús
1355,2005-04-28 00:00:00,Suelo,Venta,Barcelona,161.0,1421308.0,2005-11-12 00:00:00,Pedro
1356,2005-04-28 00:00:00,Local,Venta,Lleida,285.0,1827420.0,2006-02-06 00:00:00,Luisa
1357,2005-04-29 00:00:00,Local,Venta,Tarragona,274.0,2474494.0,2006-03-25 00:00:00,Carmen
1358,2005-04-29 00:00:00,Parking,Venta,Tarragona,256.0,1059328.0,2006-04-17 00:00:00,Jesús
1359,2005-04-29 00:00:00,Parking,Venta,Tarragona,196.0,1201480.0,2005-09-18 00:00:00,María
1360,2005-04-30 00:00:00,Local,Venta,Tarragona,186.0,1179612.0,2005-10-06 00:00:00,Carmen
1361,2005-04-30 00:00:00,Oficina,Alquiler,Tarragona,172.0,1441188.0,2006-04-12 00:00:00,Luisa
1369,2005-05-02 00:00:00,Oficina,Alquiler,Lleida,240.0,1270800.0,2006-04-25 00:00:00,Luisa
1371,2005-05-04 00:00:00,Industrial,Venta,Barcelona,286.0,2633774.0,2005-09-01 00:00:00,Carmen
1372,2005-05-04 00:00:00,Suelo,Venta,Lleida,224.0,2211328.0,2006-02-23 00:00:00,Pedro
1373,2005-05-04 00:00:00,Local,Venta,Barcelona,214.0,1287210.0,2005-12-21 00:00:00,Joaquín
1374,2005-05-04 00:00:00,Casa,Venta,Girona,175.0,1363950.0,2005-09-11 00:00:00,Jesús
1377,2005-05-05 00:00:00,Oficina,Alquiler,Tarragona,186.0,1543428.0,2005-08-25 00:00:00,Pedro
1378,2005-05-06 00:00:00,Parking,Alquiler,Barcelona,119.0,1013523.0,2005-08-17 00:00:00,Joaquín
1381,2005-05-06 00:00:00,Parking,Venta,Tarragona,248.0,1352096.0,2006-03-14 00:00:00,Jesús
1384,2005-05-08 00:00:00,Parking,Venta,Barcelona,258.0,2066064.0,2005-11-25 00:00:00,María
1385,2005-05-08 00:00:00,Casa,Alquiler,Barcelona,245.0,1244600.0,2006-01-03 00:00:00,Luisa
1386,2005-05-08 00:00:00,Oficina,Alquiler,Lleida,141.0,843180.0,2005-12-25 00:00:00,Carmen
1387,2005-05-08 00:00:00,Casa,Venta,Girona,270.0,2288520.0,2005-11-02 00:00:00,Joaquín
1388,2005-05-08 00:00:00,Parking,Venta,Girona,203.0,1892772.0,2006-03-26 00:00:00,María
1389,2005-05-09 00:00:00,Oficina,Venta,Lleida,111.0,924741.0,2006-03-15 00:00:00,Carmen
1390,2005-05-09 00:00:00,Industrial,Alquiler,Girona,160.0,804640.0,2006-04-03 00:00:00,Carmen
1391,2005-05-09 00:00:00,Suelo,Alquiler,Girona,235.0,1046925.0,2005-12-05 00:00:00,Carmen
1392,2005-05-09 00:00:00,Oficina,Venta,Tarragona,44.0,305756.0,2005-11-02 00:00:00,Carmen
1393,2005-05-09 00:00:00,Casa,Venta,Barcelona,254.0,2011934.0,2006-03-04 00:00:00,Jesús
1394,2005-05-10 00:00:00,Local,Venta,Girona,252.0,1923264.0,2005-09-21 00:00:00,Carmen
1395,2005-05-10 00:00:00,Industrial,Alquiler,Lleida,292.0,1177052.0,2006-04-30 00:00:00,Jesús
1396,2005-05-10 00:00:00,Local,Alquiler,Lleida,223.0,1623217.0,2005-08-12 00:00:00,Luisa
1399,2005-05-13 00:00:00,Suelo,Venta,Lleida,190.0,1670100.0,2005-11-10 00:00:00,María
1400,2005-05-13 00:00:00,Casa,Venta,Barcelona,280.0,2349200.0,2006-04-13 00:00:00,Pedro
1401,2005-05-13 00:00:00,Industrial,Venta,Tarragona,155.0,1133050.0,2006-02-28 00:00:00,Pedro
1402,2005-05-14 00:00:00,Suelo,Alquiler,Girona,254.0,2417572.0,2005-09-20 00:00:00,María
1403,2005-05-15 00:00:00,Local,Venta,Barcelona,188.0,1453428.0,2005-09-14 00:00:00,Joaquín
1405,2005-05-15 00:00:00,Parking,Venta,Barcelona,163.0,1531222.0,2005-10-28 00:00:00,Joaquín
1406,2005-05-16 00:00:00,Oficina,Venta,Tarragona,233.0,1864000.0,2005-12-06 00:00:00,Luisa
1407,2005-05-16 00:00:00,Parking,Venta,Barcelona,185.0,1384355.0,2005-11-15 00:00:00,Luisa
1408,2005-05-16 00:00:00,Industrial,Venta,Lleida,206.0,1733696.0,2005-09-16 00:00:00,Pedro
1409,2005-05-18 00:00:00,Oficina,Venta,Tarragona,80.0,662000.0,2006-04-08 00:00:00,Carmen
1411,2005-05-18 00:00:00,Industrial,Alquiler,Girona,233.0,2120067.0,2006-02-24 00:00:00,Jesús
1413,2005-05-21 00:00:00,Piso,Alquiler,Tarragona,209.0,1206766.0,2005-11-09 00:00:00,Joaquín
1414,2005-05-21 00:00:00,Suelo,Alquiler,Barcelona,179.0,896969.0,2005-09-14 00:00:00,Carmen
1416,2005-05-21 00:00:00,Piso,Venta,Tarragona,262.0,1137866.0,2005-10-23 00:00:00,Joaquín
1417,2005-05-21 00:00:00,Piso,Alquiler,Tarragona,87.0,520521.0,2005-09-15 00:00:00,Carmen
1418,2005-05-21 00:00:00,Industrial,Alquiler,Barcelona,244.0,1300276.0,2006-03-21 00:00:00,Joaquín
1419,2005-05-21 00:00:00,Oficina,Venta,Tarragona,169.0,1040871.0,2005-09-02 00:00:00,Pedro
1420,2005-05-22 00:00:00,Industrial,Venta,Barcelona,196.0,1584856.0,2005-09-02 00:00:00,Joaquín
1421,2005-05-22 00:00:00,Parking,Alquiler,Girona,282.0,1132230.0,2006-03-20 00:00:00,Pedro
1422,2005-05-23 00:00:00,Parking,Alquiler,Tarragona,280.0,1240400.0,2005-11-04 00:00:00,Jesús
1423,2005-05-23 00:00:00,Local,Alquiler,Barcelona,185.0,1583785.0,2005-09-17 00:00:00,Luisa
1426,2005-05-24 00:00:00,Parking,Alquiler,Girona,223.0,2228439.0,2005-09-17 00:00:00,Carmen
1427,2005-05-24 00:00:00,Suelo,Alquiler,Tarragona,195.0,1539135.0,2005-10-02 00:00:00,Luisa
1428,2005-05-25 00:00:00,Local,Alquiler,Lleida,200.0,1046800.0,2006-03-03 00:00:00,María
1430,2005-05-25 00:00:00,Piso,Venta,Barcelona,208.0,1792128.0,2006-04-15 00:00:00,Jesús
1432,2005-05-26 00:00:00,Industrial,Alquiler,Tarragona,273.0,1610973.0,2006-03-21 00:00:00,Pedro
1435,2005-05-27 00:00:00,Industrial,Venta,Lleida,175.0,1428350.0,2005-11-08 00:00:00,Jesús
1436,2005-05-27 00:00:00,Industrial,Venta,Barcelona,261.0,1435239.0,2006-03-22 00:00:00,Joaquín
1437,2005-05-28 00:00:00,Parking,Venta,Lleida,108.0,1001376.0,2006-02-10 00:00:00,Carmen
1438,2005-05-28 00:00:00,Industrial,Venta,Girona,233.0,1306664.0,2005-10-30 00:00:00,Luisa
1439,2005-05-28 00:00:00,Parking,Venta,Girona,255.0,1504755.0,2005-10-31 00:00:00,Luisa
1440,2005-05-29 00:00:00,Industrial,Alquiler,Tarragona,249.0,2116251.0,2006-01-14 00:00:00,Carmen
1441,2005-05-29 00:00:00,Industrial,Venta,Barcelona,160.0,1496320.0,2006-05-08 00:00:00,María
1447,2005-05-31 00:00:00,Oficina,Alquiler,Lleida,188.0,1579012.0,2006-04-14 00:00:00,María
1450,2005-06-02 00:00:00,Suelo,Venta,Barcelona,269.0,1779435.0,2006-05-18 00:00:00,Jesús
1452,2005-06-04 00:00:00,Suelo,Alquiler,Lleida,258.0,1687836.0,2006-03-25 00:00:00,María
1453,2005-06-04 00:00:00,Piso,Alquiler,Tarragona,193.0,1605374.0,2006-01-13 00:00:00,Joaquín
1454,2005-06-04 00:00:00,Casa,Venta,Tarragona,182.0,1047774.0,2006-01-31 00:00:00,Jesús
1455,2005-06-05 00:00:00,Oficina,Venta,Tarragona,223.0,2190752.0,2006-04-24 00:00:00,Joaquín
1457,2005-06-05 00:00:00,Parking,Venta,Girona,277.0,1691085.0,2005-11-19 00:00:00,Pedro
1459,2005-06-06 00:00:00,Oficina,Alquiler,Girona,228.0,1039452.0,2006-01-11 00:00:00,Carmen
1462,2005-06-07 00:00:00,Parking,Alquiler,Tarragona,177.0,1591584.0,2005-10-30 00:00:00,Joaquín
1463,2005-06-07 00:00:00,Casa,Venta,Girona,179.0,1393157.0,2005-11-26 00:00:00,Luisa
1466,2005-06-09 00:00:00,Casa,Venta,Lleida,299.0,2333097.0,2005-09-15 00:00:00,María
1467,2005-06-09 00:00:00,Oficina,Alquiler,Tarragona,131.0,1297686.0,2006-05-01 00:00:00,Carmen
1469,2005-06-09 00:00:00,Industrial,Alquiler,Tarragona,274.0,2690954.0,2006-05-17 00:00:00,Joaquín
1471,2005-06-10 00:00:00,Parking,Alquiler,Lleida,141.0,1250952.0,2006-02-26 00:00:00,Luisa
1472,2005-06-10 00:00:00,Piso,Venta,Barcelona,213.0,1955340.0,2006-04-23 00:00:00,Jesús
1473,2005-06-11 00:00:00,Casa,Alquiler,Tarragona,269.0,2549313.0,2006-02-20 00:00:00,Carmen
1475,2005-06-11 00:00:00,Parking,Alquiler,Lleida,248.0,2172232.0,2005-09-20 00:00:00,Pedro
1477,2005-06-12 00:00:00,Casa,Alquiler,Tarragona,229.0,1504301.0,2006-04-08 00:00:00,Joaquín
1479,2005-06-13 00:00:00,Oficina,Venta,Barcelona,124.0,1053628.0,2006-04-13 00:00:00,María
1480,2005-06-13 00:00:00,Local,Alquiler,Tarragona,261.0,1344933.0,2005-09-24 00:00:00,Pedro
1483,2005-06-13 00:00:00,Parking,Alquiler,Barcelona,282.0,2677590.0,2006-04-08 00:00:00,Luisa
1484,2005-06-14 00:00:00,Oficina,Venta,Barcelona,151.0,1484028.0,2006-03-24 00:00:00,Jesús
1485,2005-06-15 00:00:00,Local,Alquiler,Girona,167.0,1121906.0,2005-11-12 00:00:00,Carmen
1486,2005-06-15 00:00:00,Casa,Venta,Lleida,109.0,537915.0,2006-05-16 00:00:00,Carmen
1488,2005-06-15 00:00:00,Suelo,Venta,Lleida,144.0,1323792.0,2005-09-17 00:00:00,Jesús
1490,2005-06-16 00:00:00,Oficina,Alquiler,Girona,138.0,1241034.0,2006-06-05 00:00:00,Carmen
1491,2005-06-16 00:00:00,Piso,Alquiler,Tarragona,165.0,1405305.0,2006-02-01 00:00:00,Carmen
1492,2005-06-16 00:00:00,Industrial,Alquiler,Tarragona,250.0,1001750.0,2005-11-23 00:00:00,Joaquín
1493,2005-06-17 00:00:00,Suelo,Alquiler,Tarragona,201.0,1471320.0,2006-03-11 00:00:00,Carmen
1494,2005-06-17 00:00:00,Casa,Venta,Girona,199.0,1590010.0,2006-04-13 00:00:00,Carmen
1495,2005-06-18 00:00:00,Suelo,Venta,Lleida,278.0,2520904.0,2006-05-12 00:00:00,Luisa
1498,2005-06-19 00:00:00,Industrial,Alquiler,Barcelona,175.0,1084300.0,2005-10-10 00:00:00,Luisa
1501,2005-06-21 00:00:00,Industrial,Venta,Girona,120.0,1175160.0,2005-11-28 00:00:00,Carmen
1502,2005-06-21 00:00:00,Industrial,Alquiler,Lleida,157.0,977011.0,2006-03-03 00:00:00,Carmen
1505,2005-06-22 00:00:00,Suelo,Alquiler,Girona,256.0,2512640.0,2006-03-16 00:00:00,Jesús
1507,2005-06-22 00:00:00,Casa,Venta,Girona,274.0,2594780.0,2006-02-23 00:00:00,María
1508,2005-06-22 00:00:00,Piso,Venta,Girona,244.0,2180628.0,2006-02-05 00:00:00,Pedro
